关键词,页码,序号,书名,score
中老年 读物,2,28,7-14岁儿童文学侦探推理悬疑小说故事书小学生一年级二年级三年级四五六年级语文写作提升暑期课外阅读书籍,8.499999999999998
中老年 读物,2,29,少生病的老年 唤醒你的健康长寿基因 世界精尖医学专家的健康生活宝典 诺贝尔奖得主荐阅 让我们以20岁的状态活到百岁,5.666666666666665
中老年 读物,2,30,自营 认知重塑+重生之路 阿尔茨海默病的预防与逆转 预防阿尔茨海默病 逆转认知衰退和思维老化 老年痴呆 中信出版社,2.8333333333333326
中老年 读物,3,1,金融伴我成长(老年人版),72.24999999999999
中老年 读物,3,2,老人与海+青鸟+花未眠+贝多芬传+小银和我+黑塞童话集（彩绘诺贝尔系列：全6册，诺贝尔奖得主代表作，高清全彩印刷）,69.84166666666665
中老年 读物,3,3,图解养生野菜速查全书+中国地道食材速查图鉴+常用中药材速查图鉴套装（全3册）,67.43333333333332
中老年 读物,3,4,全11册｜中英文对照双语版小王子老人与海动物庄园欧亨利短篇小说新月飞鸟盖茨比三天光明等世界名著同,65.02499999999999
中老年 读物,3,5,解痛逆龄拉伸法（人邮体育出品）,62.61666666666666
中老年 读物,3,6,全10册丨中英文双语版小王子书老人与海盖茨比三天光明安徒生格林童话伊索动物庄园等中小学课外 推荐阅读,60.20833333333332
中老年 读物,3,7,【全3册】老人与海+假如给我三天光明+小王子 青少年课外名著阅读 文学经典原著正版课外书籍,57.79999999999999
中老年 读物,3,8,【自营】长寿时代的百岁人生：长寿的习惯+少生病的老年（共2册）,55.39166666666665
中老年 读物,3,9,送给父母的法律课堂：老年人权益保护案例精析（老年人权益保护案例精析）,52.98333333333333
中老年 读物,3,10,【2册】 老人与海+骆驼祥子 初高中青少年课外阅读经典名著小说书籍,50.57499999999999
中老年 读物,3,11,老人与海（海明威经典精装名著，中小学课外阅读推荐，直译全译本完整无删减，含珍贵插画）,48.166666666666664
中老年 读物,3,12,写给爸妈的拉伸书 简单练 不僵硬 更年轻 视频跟练版（人邮体育出品）,45.75833333333332
中老年 读物,3,13,【全3册】感悟人生+老人言+人生哲理枕边书 一句话点亮人生心态认识为人处世经典励志 阅读狂欢节 书香节 阅读节,43.34999999999999
中老年 读物,3,14,老年人应知应会法律常识：漫画案例版普法读本（新时代公民法律常识全知道丛书）,40.941666666666656
中老年 读物,3,15,老年实用手册 如何归纳自己的人生 后浪,38.533333333333324
中老年 读物,3,16,宋朝果然很有料(1-10)全套10册 通俗白话点评大宋王朝18位皇帝 了解宋朝历史的课外 读者的休闲作品 张晓珉 著 中国工人出版社,36.12499999999999
中老年 读物,3,17,中老年简谱钢琴入门教程 初学者入门零基础自学教程书 大字版钢琴谱流行歌曲 老人钢琴教程简谱 扫码视频教程,33.71666666666666
中老年 读物,3,18,水浒传老人与海论语呐喊三国演义唐吉诃德高中高一语文必修上册正版名著阅读课程化丛书 红楼梦上册+下册【修订版】,31.30833333333333
中老年 读物,3,19,快乐读书吧五年级下册/上册 四大名著 小学生版 西游记 三国演义 红楼梦人民教育出版社 水浒传 原著青少版社欧洲民间故事聪明的牧羊人中国民间故,28.899999999999995
中老年 读物,3,20,包邮 佛法修证心要上下册 元音老人文集 宗教文化出版社 略论明心见性 心经抉隐 修法修证心要问答集 楞严要解 中有成就秘笈,26.491666666666664
中老年 读物,3,21,高中必读课外书籍 人民文学出版社 复活+百年孤独+老人与海+大卫科波菲尔 高中生书目必读5册 高中必读课外书籍 高一必读书目 【南海出版社】单本,24.083333333333332
中老年 读物,3,22,老人与海-(彩插励志版) 正版正货 新华书店,21.675
中老年 读物,3,23,【包邮】老人与海（清华大学校长送给新生的礼物！全新未删节精装插图版！免费赠《老人与海》英文版！作家榜出品） 假一赔十,19.266666666666666
中老年 读物,3,24,老人与海(青少版。诺贝尔文学奖得主海明威代表作之一，详细注释版）,16.858333333333327
中老年 读物,3,25,正版止学全集 文中子止学王通原著 智囊+素书+老人言+王阳明+易经全集 智囊全集白话文 国学经典书籍 为人处世古代谋略书 做人的智慧 中国古代国学,14.449999999999994
中老年 读物,3,26,正版止学全集 文中子止学王通原著 智囊+素书+老人言+王阳明+易经全集 智囊全集白话文 国学经典书籍 为人处世古代谋略书 做人的智慧 中国古代国学,12.04166666666666
中老年 读物,3,27,【套装单本可选】高中必读课外书籍高一高二高三课外阅读必读课外书名著书目书籍 三国演义+红楼梦+乡土中国+堂吉诃德+老人与海+呐喊+彷徨鲁,9.63333333333333
中老年 读物,3,28,【套装单本可选】高中必读课外书籍高一高二高三课外阅读必读课外书名著书目书籍 三国演义+红楼梦+乡土中国+堂吉诃德+老人与海+呐喊+彷徨鲁,7.224999999999997
中老年 读物,3,29,【套装单本可选】高中必读课外书籍高一高二高三课外阅读必读课外书名著书目书籍 三国演义+红楼梦+乡土中国+堂吉诃德+老人与海+呐喊+彷徨鲁,4.816666666666665
中老年 读物,3,30,【套装单本可选】高中必读课外书籍高一高二高三课外阅读必读课外书名著书目书籍 三国演义+红楼梦+乡土中国+堂吉诃德+老人与海+呐喊+彷徨鲁,2.4083333333333323
中老年 读物,4,1,语文必读书目：老人与海,61.412499999999994
中老年 读物,4,2,秘密花园 老人与海 淘气包日记 沙乡年鉴 人类群星闪耀时 名家名译进校园（套装全五册）精装,59.36541666666666
中老年 读物,4,3,老人与海正版原著无删减 世界名著 中小学生课外推荐阅读丛书（随书赠名著导读+名师小升初考试题训练）,57.31833333333333
中老年 读物,4,4,中小学生阅读文库：老人与海（诺贝尔文学奖得主的传世佳作）高中阅读,55.271249999999995
中老年 读物,4,5,老人与海/经典名著精读与精练,53.22416666666666
中老年 读物,4,6,小学生课外阅读经典书系 老人与海 注音美绘版,51.17708333333333
中老年 读物,4,7,经典老人言：让你受益一生的老话（新版）,49.129999999999995
中老年 读物,4,8,养花养草自在晚年(重庆市成人教育系列读本),47.082916666666655
中老年 读物,4,9,人生下半程：50 岁后的幸福心理课,45.035833333333336
中老年 读物,4,10,老人与海,42.988749999999996
中老年 读物,4,11,中老年象棋进阶指导（外练实战技巧）,40.94166666666667
中老年 读物,4,12,中老年象棋进阶指导（内修涨棋要诀）,38.89458333333333
中老年 读物,4,13,健康基因的开关：来自超百岁老人研究项目成果 健康长寿新理念 拥有高质量的身心健康 哈佛大学乔治·丘奇作序 《谷物大脑》作者推荐,36.8475
中老年 读物,4,14,老人言 格言警句 中华名言 让你受益一生的老话 套装,34.80041666666666
中老年 读物,4,15,经典名著套装：假如给我三天光明+老人与海（共2册）,32.75333333333333
中老年 读物,4,16,人体使用说明书--健康长寿的钥匙,30.706249999999997
中老年 读物,4,17,中老年零基础学智能手机：手机操作 + 微信应用+网上购物 + 娱乐与安全（大字大图版）,28.659166666666664
中老年 读物,4,18,老人言 诸葛文 编著 古画佳句 人生哲理，千年来流传下来的文化精髓，让现代人受益一生，古代修身立身人生哲理,26.61208333333333
中老年 读物,4,19,主动健康 抗衰防跌倒,24.564999999999998
中老年 读物,4,20,世界经典名著（10册）小王子+居里夫人+海底两万里+老人与海+昆虫记+名人传+简爱+悲惨世界+巴黎圣母院+福尔摩斯探案集 中小学生语文拓展阅读丛书,22.517916666666668
中老年 读物,4,21,小王子+老人与海+了不起的盖茨比【全3册】彩图插画扫码听读中小学生课外阅读国外经典文学名著小说,20.470833333333335
中老年 读物,4,22,全套四4册 孙子兵法 素书 老人言 知行合一 名人名言为人处世职场商场战场 正版中国华侨出版社,18.423750000000002
中老年 读物,4,23,【高中课外阅读世界名著3册】老人与海+小王子+捣蛋鬼日记 套装,16.37666666666667
中老年 读物,4,24,小王子+昆虫记+老人与海+小鹿斑比+八十天环游地球（全5册）注音版小学生1-6年级课外书籍世界名著,14.329583333333328
中老年 读物,4,25,青少年课外读物完整版含精美插图 童书精装世界文学名著名译典藏,12.282499999999995
中老年 读物,4,26,老人与海,10.235416666666664
中老年 读物,4,27,【全2册】精装 假如给我三天光明+老人与海 海伦凯勒海明威经典世界名著自强坚韧勇敢 中小学生课外阅读课外课外书,8.18833333333333
中老年 读物,4,28,漫画民法典 用什么保护自己（全6册）+诺贝尔文学奖作品：老人与海+勇敢的船长+尼尔斯骑鹅旅行记（3册）儿童法律启蒙书课外,6.141249999999998
中老年 读物,4,29,中国传统文化与老年生活,4.094166666666665
中老年 读物,4,30,【全3册】小王子+老人与海+绿野仙踪 精装原著正版中小学生课外阅读儿童文学名著故事书,2.0470833333333327
中老年 读物,5,1,老人与海？ 世界文学经典名译文库 : 有声导读版,52.20062499999999
中老年 读物,5,2,老人与海 青少版 《青少年推荐阅读丛书》编委会 编 书籍,50.460604166666656
中老年 读物,5,3,高中必读课外书籍 高一必读课外书籍全套18册乡土中国红楼梦 人民教育出版社乡土中国高一必读论语阅读高中三国演义堂吉诃德人间词话呐喊彷徨老,48.72058333333332
中老年 读物,5,4,老年眼病诊断与治疗,46.98056249999999
中老年 读物,5,5,中学生课外阅读推荐儒林外史简爱老人与海格列佛游记红与黑唐吉坷德名著导读文学书籍阅读丛书名师导读 老人与海,45.24054166666666
中老年 读物,5,6,中老年零基础学智能手机 手机操作+微信应用+网上购物+娱乐与安全 大字大图版,43.500520833333326
中老年 读物,5,7,老人与海 来川英文原著分级阅读蓝宝书 全新排版方式 中英文注释对照 流畅阅读 提升英语能力 通用版本小学及以上都可阅读 5本：汤姆索亚+短篇小,41.76049999999999
中老年 读物,5,8,老人与海 来川英文原著分级阅读蓝宝书 全新排版方式 中英文注释对照 流畅阅读 提升英语能力 通用版本小学及以上都可阅读 9本：伊索寓言+童话故,40.020479166666654
中老年 读物,5,9,老人与海 来川英文原著分级阅读蓝宝书 全新排版方式 中英文注释对照 流畅阅读 提升英语能力 通用版本小学及以上都可阅读 2本：短篇小说+老人与海,38.28045833333333
中老年 读物,5,10,【大字版】水浒传全套5册中华书局正版四大名著原著全文完整版无删减高中青少年版老年人版中华大字经典,36.54043749999999
中老年 读物,5,11,【京东快递包邮速发】红楼梦+西游记+三国演义 人教版 快乐读书吧五年级上册下册欧洲民间故事聪明的牧羊人中国民间故事田螺姑娘非洲民间故事老,34.80041666666666
中老年 读物,5,12,老人与海 新版（全译精装典藏版 无障碍阅读 朱永新及各省级教育专家联袂推荐）,33.060395833333324
中老年 读物,5,13,【自选】小学生必读经典书目语文阅读四五年级下课外阅读书籍初中生青少年 昆虫记 老人与海人民文学出版社 繁星春水,31.32037499999999
中老年 读物,5,14,【新华书店 正版现货】快乐读书吧五年级下册 上册 西游记 红楼梦 三国演义 水浒传(全4册) 一千零一夜+非洲民间故事老人的智慧+中国民间故事 田螺,29.58035416666666
中老年 读物,5,15,金融伴我成长(老年人版),27.840333333333326
中老年 读物,5,16,【套装单本可选】高中必读课外书籍高一高二高三课外阅读必读课外书名著书目书籍 三国演义+红楼梦+乡土中国+堂吉诃德+老人与海+呐喊+彷徨鲁,26.100312499999994
中老年 读物,5,17,【套装单本可选】高中必读课外书籍高一高二高三课外阅读必读课外书名著书目书籍 三国演义+红楼梦+乡土中国+堂吉诃德+老人与海+呐喊+彷徨鲁,24.36029166666666
中老年 读物,5,18,【套装单本可选】高中必读课外书籍高一高二高三课外阅读必读课外书名著书目书籍 三国演义+红楼梦+乡土中国+堂吉诃德+老人与海+呐喊+彷徨鲁,22.62027083333333
